title,category,days_to_trend,archetype,confidence,timing,recommendation
Upper Mendi Kangom,Music,615,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jazmine,Music,619,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Viral,Music,676,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Mangi Numaneneng,Music,951,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Coco,Music,951,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Meri Korogu,Music,951,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
PNG,Music,951,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Kande Kumul,Music,951,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Pasin West,Music,951,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Mame Oh,Music,951,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Nengo Nane,Music,951,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Angel Blo Wara Sepik,Music,951,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Too Sweet Too Hot,Music,951,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Mama,Music,951,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Jane Schoenbrun’s TEENAGE SEX AND DEATH AT CAMP MIASMA opens in theaters starting August 7. | MUBI,Entertainment,0,Flash Viral,14/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
Stellan Skarsgård joins Joachim Trier on the MUBI Podcast to discuss SENTIMENTAL VALUE. | MUBI,Entertainment,1,Flash Viral,22/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
A damn fine cup of coffee awaits. Start from the beginning this Twin Peaks Day. | MUBI,Entertainment,1,Flash Viral,25/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
TWIN PEAKS | Super Fan Tribute | Now Streaming,Entertainment,1,Fast Mover,48/100,Trending now — act within 24 hours or skip.,Move fast — the window is open but closing. Publish within 48 hours.
"February 23, a diary closes. February 24, a new world awakens. Watch all of TWIN PEAKS now. | MUBI",Entertainment,2,Flash Viral,19/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
Joachim Trier and the cast of SENTIMENTAL VALUE dive deep in the latest episode of the MUBI Podcast.,Entertainment,2,Flash Viral,63/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
"Discover Akinola Davies Jr.’s MY FATHER’S SHADOW, a heartfelt portrait of father-son bonds. | MUBI",Entertainment,2,Flash Viral,18/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
★★★★★ 'visually and dramatically superb in every way' – The Guardian. THE SECRET AGENT. | MUBI,Entertainment,3,Flash Viral,16/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
#AdamDriver and #AmandaSeyfried single-handedly combating brain rot. WHILE WE’RE YOUNG | MUBI,Entertainment,3,Flash Viral,32/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
They’re not gonna be friends. #MargotRobbie and #LeonardoDiCaprio in THE WOLF OF WALL STREET | MUBI,Entertainment,4,Flash Viral,23/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
Wagner Moura delivers a tour-de-force Oscar-nominated performance in THE SECRET AGENT. | MUBI,Entertainment,4,Flash Viral,22/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
SENTIMENTAL VALUE — Joachim Trier’s different kind of meta-movie (w/ the cast) | MUBI Podcast,Entertainment,4,Flash Viral,20/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
Filmmaker John Smith reflects on his life by way of his generic name in BEING JOHN SMITH. | MUBI,Entertainment,5,Flash Viral,30/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
THE SECRET AGENT | Official Clip | In Cinemas Now,Entertainment,5,Flash Viral,8/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
An award-winning debut from Akinola Davies Jr. MY FATHER’S SHADOW is in theaters now. | MUBI,Entertainment,6,Flash Viral,18/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
#JacobElordi is Elvis Presley in Sofia Coppola's PRISCILLA. | MUBI,Entertainment,6,Flash Viral,16/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
"★★★★★ 'This is one of the year’s best films, and one of the most distinctive'- RogerEbert.com | MUBI",Entertainment,7,Flash Viral,25/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
A masterfully observed family drama. Joachim Trier's SENTIMENTAL VALUE is now streaming. | MUBI,Entertainment,7,Flash Viral,20/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
"Catherine Deneuve shines in Jacques Demy's musical masterpiece, THE UMBRELLAS OF CHERBOURG. | MUBI",Entertainment,7,Flash Viral,31/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
Fortune favours the bold. 新年快乐. New year. New ambitions. New BLOSSOMS SHANGHAI. Part 1 soon. | MUBI,Entertainment,8,Flash Viral,66/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
“Feel whatever you want to feel.” Director Akinola Davies Jr. introduces MY FATHER'S SHADOW. | MUBI,Entertainment,8,Mid-Burn Trending,13/100,Growing trend — you have up to a week.,Viable if you can turn around quality content in 3–5 days.
Life in the shadow of Vesuvius. Venice Special Jury Prize winner POMPEI: BELOW THE CLOUDS. | MUBI,Entertainment,8,Flash Viral,19/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
"UNTITLED 77-A, a watershed work of Korean feminist cinema | Now Streaming on MUBI",Entertainment,8,Flash Viral,20/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
Women looking at women. Céline Sciamma’s PORTRAIT OF A LADY ON FIRE. | MUBI,Entertainment,9,Flash Viral,29/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
"'How could you have left this?' WUTHERING HEIGHTS (Andrea Arnold, 2011) | MUBI",Entertainment,9,Fast Mover,50/100,Growing trend — you have up to a week.,Move fast — the window is open but closing. Publish within 48 hours.
"For all the sisters out there. Joachim Trier’s, SENTIMENTAL VALUE, is now streaming | MUBI",Entertainment,9,Fast Mover,74/100,Growing trend — you have up to a week.,Move fast — the window is open but closing. Publish within 48 hours.
"The party of the year. THE SECRET AGENT. From Kleber Mendonça Filho, starring Wagner Moura. | MUBI",Entertainment,10,Flash Viral,28/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
"What mommy says, goes. #MargotRobbie and #LeonardoDiCaprio in THE WOLF OF WALL STREET. | MUBI",Entertainment,10,Flash Viral,40/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
"Meet me in the Red Room. This Valentine’s Day, step into David Lynch’s dreamscape TWIN PEAKS | MUBI",Entertainment,11,Flash Viral,33/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
"Fall in love with cinema. Our 'Truly, Madly, Deeply' Collection is now streaming | MUBI",Entertainment,11,Fast Mover,89/100,Growing trend — you have up to a week.,Move fast — the window is open but closing. Publish within 48 hours.
In the mood for love… and commerce. Fall into the world of Wong Kar Wai’s BLOSSOMS SHANGHAI. | MUBI,Entertainment,11,Flash Viral,66/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
"Home sweet home. Joachim Trier's 9x Academy Award-nominated SENTIMENTAL VALUE, now streaming. | MUBI",Entertainment,12,Flash Viral,12/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
TEENAGE SEX AND DEATH AT CAMP MIASMA. A new kind of horror remake from Jane Schoenbrun. | MUBI,Entertainment,12,Flash Viral,22/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
